"product_id","product_name","last_category","actual_price","actual_price_krw","discounted_price","discounted_price_krw","rating","rating_count"
"B07F366Z51","Singer Aroma 1.8 Liter Electric Kettle High Grade Stainless Steel with Cool and Touch Body and Cordless Base, 1500 watts, Auto Shut Off with Dry Boiling (Silver/Black)","ElectricKettles","2385.00","34344.0","949.00","13665.6","4.0","2311"
"B07F6GXNPB","Eureka Forbes Euroclean Paper Vacuum Cleaner Dust Bags for Excel, Ace, 300, Jet Models - Set of 10","HandheldBags","500.00","7200.0","253.00","3643.2","4.0","2664"
"B07FJNNZCJ","V-Guard Zenora RO+UF+MB Water Purifier | Suitable for water with TDS up to 2000 ppm | 8 Stage Purification with World-class RO Membrane and Advanced UF Membrane | Free PAN India Installation & 1-Year Comprehensive Warranty | 7 Litre, Black","WaterFilters&Purifiers","13049.00","187905.6","8699.00","125265.6","4.0","5891"
"B07FXLC2G2","Tata Swach Bulb 6000-Litre Cartridge, 1 Piece, White, Hollow Fiber Membrane","WaterFilters&Purifiers","699.00","10065.6","698.00","10051.2","4.0","3160"
"B07G147SZD","NEXOMS Instant Heating Water Tap Wall Mounted with 3 Pin Indian Plug (16Amp)","InstantWaterHeaters","3799.00","54705.6","2699.00","38865.6","4.0","727"
"B07G3YNLJB","Crucial BX500 240GB 3D NAND SATA 6.35 cm (2.5-inch) SSD (CT240BX500SSD1)","InternalSolidStateDrives","3100.00","44640.0","1815.00","26136.0","4.0","92925"
"B07GLS2563","Cello Quick Boil Popular Electric Kettle 1 Litre 1200 Watts | Stainless Steel body | Boiler for Water, Silver","Kettle&ToasterSets","1899.00","27345.6","1199.00","17265.6","4.0","3858"
"B07GMFY9QM","SOFLIN Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking, Boiling and Frying (400 Watts, Blue)","EggBoilers","999.00","14385.6","379.00","5457.6","4.0","3096"
"B07GNC2592","Portronics CLAMP X Car-Vent Mobile Holder 360 Degree Rotational(Black)","Cradles","999.00","14385.6","599.00","8625.6","4.0","18654"
"B07GPXXNNG","boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink)","In-Ear","999.00","14385.6","349.00","5025.6","4.0","363713"
"B07GQD4K6L","boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red)","In-Ear","999.00","14385.6","379.00","5457.6","4.0","363713"
"B07GVGTSLN","Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+,Note 10 Note 9 Note 8,S20,M31S,M40,Realme X3,Pixel 2 Xl (3 Ft Pack Of 1,Grey)","USBCables","1299.00","18705.6","325.00","4680.0","4.0","10576"
"B07GVR9TG7","TP-Link Archer AC1200 Archer C6 Wi-Fi Speed Up to 867 Mbps/5 GHz + 400 Mbps/2.4 GHz, 5 Gigabit Ports, 4 External Antennas, MU-MIMO, Dual Band, WiFi Coverage with Access Point Mode, Black","Routers","4999.00","71985.6","2499.00","35985.6","4.0","35024"
"B07GWTWFS2","KENT 16025 Sandwich Grill 700W | Non-Toxic Ceramic Coating | Automatic Temperature Cut-off with LED Indicator | Adjustable Height Control, Metallic Silver, Standard","SandwichMakers","1975.00","28440.0","1699.00","24465.6","4.0","4716"
"B07GXHC691","STRIFF PS2_01 Multi Angle Mobile/Tablet Tabletop Stand. Phone Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable, Foldable Cell Phone Stand. Perfect for Bed, Office, Home & Desktop (Black)","Stands","499.00","7185.6","99.00","1425.6","4.0","42641"
"B07H1S7XW8","STRIFF Wall Mount Phone Holder Wall Mount with Adhesive Strips, Charging Holder Compatible with iPhone, Smartphone and Mini Tablet (Pack of 1) (White)","Shower&WallMounts","499.00","7185.6","89.00","1281.6","4.0","9340"
"B07H3N8RJH","AmazonBasics Cylinder Bagless Vacuum Cleaner with Power Suction, Low Sound, High Energy Efficiency and 2 Years Warranty (1.5L, Black)","CanisterVacuums","6000.00","86400.0","3799.00","54705.6","4.0","11935"
"B07H3WDC4X","Simxen Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking Also Boiling and Frying 400 W (Blue, Pink)","EggBoilers","999.00","14385.6","349.00","5025.6","4.0","15646"
"B07H8W9PB6","KLAM LCD Writing Tablet Screenwriting Toys Board Smart Digital E-Note Pad 8.5 Inch Light Weight Magic Slate for Drawing Playing Noting by Kids and Adults Best Birthday Gift Girls Boys, Multicolor","GraphicTablets","499.00","7185.6","175.00","2520.0","4.0","21"
"B07J2NGB69","Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293","Mice","1390.00","20016.0","629.00","9057.6","4.0","6301"
"B07JB2Y4SR","Classmate Octane Colour Burst-Multicolour Gel Pens (Pack of 10) | Gold & Silver Glitter Sparkle Pens|10 colour ink shades for art lovers and kids|Fun at home essentials","Pens","100.00","1440.0","90.00","1296.0","4.0","10718"
"B07JGCGNDG","Crompton Amica 15-L 5 Star Rated Storage Water Heater (Geyser) with Free Installation (White)","StorageWaterHeaters","11500.00","165600.0","6800.00","97920.0","4.0","10308"
"B07JGDB5M1","Wayona Nylon Braided 2M / 6Ft Fast Charge Usb To Lightning Data Sync And Charging Cable For Iphone, Ipad Tablet (6 Ft Pack Of 1, Grey)","USBCables","1299.00","18705.6","449.00","6465.6","4.0","24269"
"B07JH1C41D","Wayona Nylon Braided (2 Pack) Lightning Fast Usb Data Cable Fast Charger Cord For Iphone, Ipad Tablet (3 Ft Pack Of 2, Grey)","USBCables","1999.00","28785.6","649.00","9345.6","4.0","24269"
"B07JH1CBGW","Wayona Nylon Braided Usb Syncing And Charging Cable Sync And Charging Cable For Iphone, Ipad (3 Ft, Black) - Pack Of 2","USBCables","1999.00","28785.6","649.00","9345.6","4.0","24269"
"B07JJFSG2B","SanDisk Ultra 128 GB USB 3.0 Pen Drive (Black)","PenDrives","2500.00","36000.0","889.00","12801.6","4.0","55747"
"B07JNVF678","Wayona Nylon Braided USB Data Sync and Fast Charging 3A Short Power Bank Cable For iPhones, iPad Air, iPad mini, iPod Nano and iPod Touch (Grey)","USBCables","999.00","14385.6","349.00","5025.6","4.0","13120"
"B07JPJJZ2H","Wayona Nylon Braided Lightning USB Data Sync & 3A Charging Cable for iPhones, iPad Air, iPad Mini, iPod Nano and iPod Touch (3 FT Pack of 1, Grey)","USBCables","1299.00","18705.6","399.00","5745.6","4.0","13120"
"B07JPX9CR7","Dell WM118 Wireless Mouse, 2.4 Ghz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, Pc/Mac/Laptop - Black.","Mice","1299.00","18705.6","569.00","8193.6","4.0","9275"
"B07JW1Y6XV","Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone, Ipad (3 FT Pack of 1, Black)","USBCables","1099.00","15825.6","399.00","5745.6","4.0","24269"
"B07JW9H4J1","Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)","USBCables","1099.00","15825.6","399.00","5745.6","4.0","24270"
"B07JZSG42Y","Borosil Prime Grill Sandwich Maker (Grey)","SandwichMakers","2590.00","37296.0","1928.00","27763.2","4.0","2377"
"B07K2HVKLL","Crompton IHL 251 1500-Watt Immersion Water Heater with Copper Heating Element and IP 68 Protection","ImmersionRods","1020.00","14688.0","640.00","9216.0","4.0","5059"
"B07KCMR8D6","Classmate Octane Neon- Blue Gel Pens(Pack of 5)|Smooth Writing Pen|Attractive body colour for Boys & Girls|Waterproof ink for smudge free writing|Preferred by Students for Exam|Study at home essential","GelInkRollerballPens","50.00","720.0","50.00","720.0","4.0","5792"
"B07KKJPTWB","Brayden Chopro, Electric Vegetable Chopper for Kitchen with 500 ML Capacity, 400 Watts Copper Motor and 4 Bi-Level SS Blades (Black)","MiniFoodProcessors&Choppers","1999.00","28785.6","1599.00","23025.6","4.0","1558"
"B07KNM95JK","Foxin FTC 12A / Q2612A Black Laser Toner Cartridge Compatible with Laserjet 1020,M1005,1018,1010,1012,1015,1020 Plus,1022,3015,3020,3030,3050, 3050Z, 3052,3055 (Black)","TonerCartridges","1150.00","16560.0","598.00","8611.2","4.0","2535"
"B07KRCW6LZ","TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15","WirelessUSBAdapters","1599.00","23025.6","999.00","14385.6","4.0","12093"
"B07KSB1MLX","AmazonBasics Digital Optical Coax to Analog RCA Audio Converter Adapter with Fiber Cable","OpticalCables","1600.00","23040.0","1089.00","15681.6","4.0","3565"
"B07KSMBL2H","AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","HDMICables","700.00","10080.0","219.00","3153.6","4.0","426973"
"B07KY3FNQP","boAt Bassheads 152 in Ear Wired Earphones with Mic(Active Black)","In-Ear","1290.00","18576.0","449.00","6465.6","4.0","91770"
"B07L5L4GTB","Epson 003 65 ml for EcoTank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle","InkjetInkCartridges","404.00","5817.6","309.00","4449.6","4.0","8614"
"B07L9FW9GF","Zebronics Zeb-Power Wired USB Mouse, 3-Button, 1200 DPI Optical Sensor, Plug & Play, for Windows/Mac","Mice","249.00","3585.6","149.00","2145.6","4.0","5057"
"B07LDN9Q2P","Havells D'zire 1000 watt Dry Iron With American Heritage Sole Plate, Aerodynamic Design, Easy Grip Temperature Knob & 2 years Warranty. (Mint)","DryIrons","1295.00","18648.0","889.00","12801.6","4.0","6400"
"B07LDPLSZC","Havells Glydo 1000 watt Dry Iron With American Heritage Non Stick Sole Plate, Aerodynamic Design, Easy Grip Temperature Knob & 2 years Warranty. (Charcoal Blue)","DryIrons","1190.00","17136.0","849.00","12225.6","4.0","4184"
"B07LFQLKFZ","Parker Moments Vector Timecheck Gold Trim Roller Ball Pen (Black)","LiquidInkRollerballPens","420.00","6048.0","420.00","6048.0","4.0","1926"
"B07LFWP97N","Gizga Essentials Laptop Bag Sleeve Case Cover Pouch with Handle for 14.1 Inch Laptop for Men & Women, Padded Laptop Compartment, Premium Zipper Closure, Water Repellent Nylon Fabric, Grey","LaptopSleeves&Slipcases","1099.00","15825.6","269.00","3873.6","4.0","1092"
"B07LGT55SJ","Wayona Usb Nylon Braided Data Sync And Charging Cable For Iphone, Ipad Tablet (Red, Black)","USBCables","1099.00","15825.6","399.00","5745.6","4.0","24269"
"B07M69276N","TP-Link AC1300 USB WiFi Adapter (Archer T3U) - 2.4G/5G Dual Band Mini Wireless Network Adapter for PC Desktop, MU-MIMO Wi-Fi Dongle, USB 3.0, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.15 and earlier","WirelessUSBAdapters","2499.00","35985.6","1399.00","20145.6","4.0","23169"
"B07MDRGHWQ","VW 60 cm (24 inches) Premium Series HD Ready LED TV VW24A (Black)","StandardTelevisions","11000.00","158400.0","5699.00","82065.6","4.0","4003"
"B07MKFNHKG","VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black)","StandardTelevisions","12999.00","187185.6","6999.00","100785.6","4.0","4003"
"B07MKMFKPG","Bosch Pro 1000W Mixer Grinder MGM8842MIN - Black","MixerGrinders","10590.00","152496.0","6999.00","100785.6","4.0","11499"
"B07MP21WJD","Lint Roller with 40 Paper Sheets, 22 x 5 cm (Grey)","LintShavers","299.00","4305.6","245.00","3528.0","4.0","1660"
"B07N2MGB3G","AGARO Marvel 9 Liters Oven Toaster Griller, Cake Baking OTG (Black)","OvenToasterGrills","1999.00","28785.6","1699.00","24465.6","4.0","8873"
"B07N42JB4S","SYVO WT 3130 Aluminum Tripod (133CM), Universal Lightweight Tripod with Mobile Phone Holder Mount & Carry Bag for All Smart Phones, Gopro, Cameras - Brown","Tabletop&TravelTripods","3990.00","57456.0","799.00","11505.6","4.0","27139"
"B07N8RQ6W7","Portronics MODESK POR-122 Universal Mobile Tabletop Holder (Black)","Stands","699.00","10065.6","134.00","1929.6","4.0","16685"
"B07NC12T2R","boAt Stone 650 10W Bluetooth Speaker with Upto 7 Hours Playback, IPX5 and Integrated Controls (Blue)","BluetoothSpeakers","4990.00","71856.0","1799.00","25905.6","4.0","41226"
"B07NCKMXVZ","StyleHouse Lint Remover for Woolen Clothes, Electric Lint Remover, Best Lint Shaver for Clothes","LintShavers","999.00","14385.6","455.00","6552.0","4.0","3578"
"B07NKNBTT3","Pick Ur Needs® Lint Remover for Clothes High Range Rechargeable Lint Shaver for All Types of Clothes, Fabrics, Blanket with 1 Extra Blade Multicolor (Rechargeable)","LintShavers","1230.00","17712.0","799.00","11505.6","4.0","2138"
"B07NPBG1B4","AmazonBasics High Speed 55 Watt Oscillating Pedestal Fan, 400mm Sweep Length, White (Without Remote)","PedestalFans","3300.00","47520.0","1982.00","28540.8","4.0","5873"
"B07NTKGW45","SaleOn™ Portable Storage Organizer Bag for Earphone USB Cable Power Bank Mobile Charger Digital Gadget Hard Disk, Water Resistance Material - Dark Grey","HardDiskBags","899.00","12945.6","397.00","5716.8","4.0","3025"
"B07P1BR7L8","Philips HD6975/00 25 Litre Digital Oven Toaster Grill, Grey, 25 liter","OvenToasterGrills","8995.00","129528.0","8599.00","123825.6","4.0","9734"
"B07P434WJY","RC PRINT GI 790 Ink Refill for Canon G1000, G1010, G1100, G2000, G2002, G2010, G2012, G2100, G3000, G3010, G3012, G3100, G4000, G4010","InkjetInkRefills&Kits","1999.00","28785.6","549.00","7905.6","4.0","1367"
"B07P681N66","TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna Wi-Fi, Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier (Archer T2U Plus)","WirelessUSBAdapters","2199.00","31665.6","1199.00","17265.6","4.0","24780"
"B07PFJ5VQD","Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable","USBCables","595.00","8568.0","159.00","2289.6","4.0","14184"
"B07PFJ5W31","AGARO Blaze USB 3.0 to USB Type C OTG Adapter","OTGAdapters","495.00","7128.0","139.00","2001.6","4.0","14185"
"B07PR1CL3S","boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Luscious Black)","On-Ear","3990.00","57456.0","1220.00","17568.0","4.0","107151"
"B07Q4NJQC5","Ionix Jewellery Scale | Weight Scale | Digital Weight Machine | weight machine for gold | Electronic weighing machines for Jewellery 0.01G to 200G Small Weight Machine for Shop - Silver","DigitalKitchenScales","599.00","8625.6","295.00","4248.0","4.0","1644"
"B07Q4QV1DL","ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Black)","Stands","1499.00","21585.6","269.00","3873.6","4.0","28978"
"B07Q7561HD","Eveready 1015 Carbon Zinc AA Battery - 10 Pieces","DisposableBatteries","180.00","2592.0","149.00","2145.6","4.0","644"
"B07QCWY5XV","Mobilife Bluetooth Extendable Selfie Stick with Tripod Stand and Wireless Remote,3-in-1 Multifunctional Selfie Stick Tripod for iPhone Samsung Mi Realme Oppo Vivo Google More,Black","SelfieSticks","1399.00","20145.6","599.00","8625.6","4.0","14560"
"B07QDSN9V6","INALSA Electric Kettle 1.5 Litre with Stainless Steel Body - Absa|Auto Shut Off & Boil Dry Protection Safety Features| Cordless Base & Cord Winder|Hot Water Kettle |Water Heater Jug","ElectricKettles","1595.00","22968.0","699.00","10065.6","4.0","8090"
"B07QHHCB27","KENT 16044 Hand Blender Stainless Steel 400 W | Variable Speed Control | Easy to Clean and Store | Low Noise Operation","HandBlenders","2100.00","30240.0","1499.00","21585.6","4.0","6355"
"B07QMRHWJD","SWAPKART Portable Flexible Adjustable Eye Protection USB LED Desk Light Table Lamp for Reading, Working on PC, Laptop, Power Bank, Bedroom ( Multicolour )","Lamps","999.00","14385.6","298.00","4291.2","4.0","1552"
"B07QZ3CZ48","boAt BassHeads 122 Wired Earphones with Heavy Bass, Integrated Controls and Mic (Gun Metal)","In-Ear","1290.00","18576.0","399.00","5745.6","4.0","206"
"B07R679HTT","AGARO Imperial 240-Watt Slow Juicer with Cold Press Technology","ColdPressJuicers","23999.00","345585.6","12609.00","181569.6","4.0","2288"
"B07R99NBVB","Gizga Essentials Cable Organiser, Cord Management System for PC, TV, Home Theater, Speaker & Cables, Reusable Cable Organizer for Desk, WFH Accessories, Organizer Tape Roll, Reusable Cable Ties Strap","CordManagement","599.00","8625.6","249.00","3585.6","4.0","5985"
"B07RCGTZ4M","AGARO Ace 1600 Watts, 21.5 kPa Suction Power, 21 litres Wet & Dry Stainless Steel Vacuum Cleaner with Blower Function and Washable Dust Bag","Wet-DryVacuums","9999.00","143985.6","6236.00","89798.4","4.0","3552"
"B07RD611Z8","Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable (Stylo-20k, Black)","PowerBanks","2499.00","35985.6","1799.00","25905.6","4.0","18678"
"B07RX14W1Q","Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey","HDMICables","900.00","12960.0","499.00","7185.6","4.0","2165"
"B07RY2X9MP","AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)","HDMICables","1500.00","21600.0","609.00","8769.6","4.0","1029"
"B07RZZ1QSW","SLOVIC® Tripod Mount Adapter| Tripod Mobile Holder|Tripod Phone Mount(Made in India)| Smartphone Clip Clipper 360 Degree for Taking Magic Video Shots & Pictures.","Tabletop&TravelTripods","799.00","11505.6","326.00","4694.4","4.0","10773"
"B07S7DCJKS","IT2M Designer Mouse Pad for Laptop/Computer (9.2 X 7.6 Inches, 12788)","MousePads","499.00","7185.6","199.00","2865.6","4.0","9998"
"B07S851WX5","Prestige Sandwich Maker PGMFD 01, Black","SandwichMakers","1299.00","18705.6","1299.00","18705.6","4.0","40106"
"B07S9M8YTY","Usha Aurora 1000 W Dry Iron with Innovative Tail Light Indicator, Weilburger Soleplate (White & Grey)","DryIrons","1390.00","20016.0","717.00","10324.8","4.0","4867"
"B07S9S86BF","boAt Bassheads 242 in Ear Wired Earphones with Mic(Active Black)","In-Ear","1490.00","21456.0","599.00","8625.6","4.0","161679"
"B07SBGFDX9","Pentonic Multicolor Ball Point Pen, Pack of 10","StickBallpointPens","120.00","1728.0","120.00","1728.0","4.0","4308"
"B07SLMR1K6","SanDisk Ultra Flair 64GB USB 3.0 Pen Drive, Multicolor","PenDrives","1350.00","19440.0","519.00","7473.6","4.0","30058"
"B07SPVMSC6","Bajaj Frore 1200 mm Ceiling Fan (Brown)","CeilingFans","2660.00","38304.0","1399.00","20145.6","4.0","9349"
"B07SRM58TP","AGARO Regal 800 Watts Handheld Vacuum Cleaner, Lightweight & Durable Body, Small/Mini Size ( Black)","HandheldVacuums","2099.00","30225.6","1665.00","23976.0","4.0","14368"
"B07SY4C3TD","HP GT 53 XL Cartridge Ink","InkjetInkCartridges","723.00","10411.2","596.00","8582.4","4.0","3219"
"B07T4D9FNY","iBELL SEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver with Black","ElectricKettles","1490.00","21456.0","664.00","9561.6","4.0","2198"
"B07T9FV9YP","Redgear Cloak Wired RGB Wired Over Ear Gaming Headphones with Mic for PC","Headsets","1799.00","25905.6","749.00","10785.6","4.0","13199"
"B07TC9F7PN","Racold Eterno Pro 25L Vertical 5 Star Storage Water Heater (Geyser) with free Standard Installation and free Installation Pipes","StorageWaterHeaters","16899.00","243345.6","8699.00","125265.6","4.0","3195"
"B07TMCXRFV","ESR Screen Protector Compatible with iPad Pro 11 Inch (2022/2021/2020/2018) and iPad Air 5/4 (2022/2020, 10.9 Inch), Tempered-Glass Film with Alignment Frame, Scratch Resistant, HD Clarity, 2 Pack","ScreenProtectors","1599.00","23025.6","1234.00","17769.6","4.0","16680"
"B07TR5HSR9","MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs/Engineered Wood with Cup Holder (Black)","Lapdesks","1499.00","21585.6","656.00","9446.4","4.0","25903"
"B07V82W5CN","HP USB Wireless Spill Resistance Keyboard and Mouse Set with 10m Working Range 2.4G Wireless Technology / 3 Years Warranty (4SC12PA), Black","Keyboard&MouseSets","2198.00","31651.2","1349.00","19425.6","4.0","7113"
"B07VJ9ZTXS","Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black)","HDMICables","599.00","8625.6","299.00","4305.6","4.0","171"
"B07VSG5SXZ","ZEBRONICS HAA2021 HDMI version 2.1 cable with 8K @ 60Hz, 4K @ 120Hz, eARC & CEC support, 3D compatible, 2 meters length, 48Gbps max and Gold-plated connectors","HDMICables","1499.00","21585.6","637.00","9172.8","4.0","24"
"B07VTFN6HM","Western Digital WD 2TB My Passport Portable Hard Disk Drive, USB 3.0 with  Automatic Backup, 256 Bit AES Hardware Encryption,Password Protection,Compatible with Windows and Mac, External HDD-Black","ExternalHardDisks","7350.00","105840.0","5599.00","80625.6","4.0","73005"
"B07VV37FT4","Classmate Octane Neon- 25 Blue Gel Pens | Smooth Writing Pens| Water-proof Ink For Smudge-free Writing| Preferred By Students For Exam & Class Notes| Study At Home Essential","GelInkRollerballPens","250.00","3600.0","250.00","3600.0","4.0","2628"
"B07VX71FZP","Amazon Brand - Solimo 2000/1000 Watts Room Heater with Adjustable Thermostat (ISI certified, White colour, Ideal for small to medium room/area)","FanHeaters","2000.00","28800.0","1199.00","17265.6","4.0","18543"
"B07VZH6ZBB","Crompton Solarium Qube 15-L 5 Star Rated Storage Water Heater (Geyser) with Free Installation and Connection Pipes (White and Black)","StorageWaterHeaters","12500.00","180000.0","7799.00","112305.6","4.0","5160"
"B07VZYMQNZ","Borosil Rio 1.5 L Electric Kettle, Stainless Steel Inner Body, Boil Water For Tea, Coffee, Soup, Silver","ElectricKettles","1440.00","20736.0","1180.00","16992.0","4.0","1527"
"B07W14CHV8","CARECASE® Optical Bay 2nd Hard Drive Caddy, 9.5 mm CD/DVD Drive Slot for SSD and HDD","Caddies","799.00","11505.6","199.00","2865.6","4.0","7333"
"B07W6VWZ8C","Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)","OutdoorSpeakers","1999.00","28785.6","899.00","12945.6","4.0","30469"
"B07W7Z6DVL","Infinity (JBL Fuze 100, Wireless Portable Bluetooth Speaker with Mic, Deep Bass, Dual Equalizer, IPX7 Waterproof, Rugged Fabric Design (Black)","OutdoorSpeakers","2999.00","43185.6","1499.00","21585.6","4.0","25262"
"B07W9KYT62","TP-Link AC1200 Archer A6 Smart WiFi, 5GHz Gigabit Dual Band MU-MIMO Wireless Internet Router, Long Range Coverage by 4 Antennas, Qualcomm Chipset","Routers","3999.00","57585.6","2499.00","35985.6","4.0","12679"
"B07WDK3ZS2","iQOO Z6 Pro 5G by vivo (Legion Sky, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+","Smartphones","29990.00","431856.0","20999.00","302385.6","4.0","9499"
"B07WDK3ZS6","iQOO Z6 Lite 5G by vivo (Mystic Night, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately","Smartphones","18999.00","273585.6","15499.00","223185.6","4.0","19252"
"B07WDKLDRX","iQOO Neo 6 5G (Dark Nova, 8GB RAM, 128GB Storage) | Snapdragon® 870 5G | 80W FlashCharge","Smartphones","34999.00","503985.6","28999.00","417585.6","4.0","20311"
"B07WDKLRM4","iQOO Z6 44W by vivo (Lumina Blue, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning","Smartphones","19999.00","287985.6","13999.00","201585.6","4.0","19252"
"B07WFPMGQQ","iQOO Z6 Pro 5G by vivo (Legion Sky, 6GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+","Smartphones","27990.00","403056.0","19999.00","287985.6","4.0","9499"
"B07WG8PDCW","pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)","AutomobileChargers","1299.00","18705.6","349.00","5025.6","4.0","14282"
"B07WGMMQGP","iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery","Smartphones","20999.00","302385.6","16499.00","237585.6","4.0","21350"
"B07WGPKMP5","iQOO Z6 44W by vivo (Raven Black, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning","Smartphones","20999.00","302385.6","15499.00","223185.6","4.0","19253"
"B07WGPKTS4","iQOO Z6 44W by vivo (Raven Black, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning","Smartphones","19999.00","287985.6","13999.00","201585.6","4.0","19252"
"B07WHQBZLS","iQOO vivo Z6 5G (Chromatic Blue, 8GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery","Smartphones","21990.00","316656.0","17999.00","259185.6","4.0","21350"
"B07WHQWXL7","iQOO Z6 44W by vivo (Lumina Blue, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning","Smartphones","20999.00","302385.6","15499.00","223185.6","4.0","19252"
"B07WHS7MZ1","iQOO 9 SE 5G (Sunset Sierra, 8GB RAM, 128GB Storage) | Qualcomm Snapdragon 888 | 66W Flash Charge","Smartphones","39990.00","575856.0","29990.00","431856.0","4.0","8399"
"B07WHSJXLF","iQOO Z6 Pro 5G by vivo (Phantom Dusk, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+","Smartphones","29990.00","431856.0","20999.00","302385.6","4.0","9499"
"B07WJV6P1R","iQOO Z6 Lite 5G by vivo (Stellar Green, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately","Smartphones","18999.00","273585.6","15499.00","223185.6","4.0","19252"
"B07WJWRNVK","iQOO vivo Z6 5G (Dynamo Black, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery","Smartphones","20990.00","302256.0","16499.00","237585.6","4.0","21350"
"B07WKB69RS","Lifelong LLWH106 Flash 3 Litres Instant Water Heater for Home Use, 8 Bar Pressure,Power On/Off Indicator and Advanced Safety, (3000W, ISI Certified, 2 Years Warranty)","InstantWaterHeaters","5550.00","79920.0","2088.00","30067.2","4.0","5292"
