order_id,customer_age,membership,channel,price,quantity,amount,region_경기,region_대구,region_부산,region_서울,region_인천,category_가전,category_도서,category_뷰티,category_식품,category_패션,customer_age_scaled,price_scaled,quantity_scaled,amount_scaled
O00198,30,0,0,29900.0,1,29900.0,0,0,0,0,1,0,0,0,0,1,-0.4166666666666667,0.0,0.0,-0.14142857142857143
O00199,40,3,1,19900.0,2,39800.0,0,0,0,0,1,0,0,1,0,0,0.4166666666666667,-0.3333333333333333,1.0,0.0
O00200,25,1,1,129900.0,3,,0,0,1,0,0,1,0,0,0,0,-0.8333333333333334,3.3333333333333335,2.0,
O00201,24,3,0,19900.0,1,19900.0,1,0,0,0,0,0,1,0,0,0,-0.9166666666666666,-0.3333333333333333,0.0,-0.2842857142857143
O00202,32,0,0,129900.0,1,129900.0,0,0,0,1,0,0,0,0,0,1,-0.25,3.3333333333333335,0.0,1.2871428571428571
O00203,41,0,1,29900.0,2,59800.0,0,0,0,1,0,0,0,0,1,0,0.5,0.0,1.0,0.2857142857142857
O00204,51,1,0,29900.0,1,29900.0,0,0,0,0,1,0,0,0,0,1,1.3333333333333333,0.0,0.0,-0.14142857142857143
O00205,41,0,0,29900.0,2,59800.0,1,0,0,0,0,0,0,0,1,0,0.5,0.0,1.0,0.2857142857142857
O00206,45,0,0,9900.0,2,19800.0,0,0,0,1,0,0,1,0,0,0,0.8333333333333334,-0.6666666666666666,1.0,-0.2857142857142857
O00207,38,1,0,19900.0,3,59700.0,0,0,0,1,0,0,0,0,1,0,0.25,-0.3333333333333333,2.0,0.2842857142857143
O00208,29,0,0,9900.0,2,19800.0,0,0,1,0,0,1,0,0,0,0,-0.5,-0.6666666666666666,1.0,-0.2857142857142857
O00209,41,1,1,29900.0,1,29900.0,0,0,0,1,0,0,0,0,1,0,0.5,0.0,0.0,-0.14142857142857143
O00210,34,1,0,19900.0,2,39800.0,0,0,0,1,0,1,0,0,0,0,-0.08333333333333333,-0.3333333333333333,1.0,0.0
O00211,38,0,1,49900.0,1,49900.0,1,0,0,0,0,0,1,0,0,0,0.25,0.6666666666666666,0.0,0.1442857142857143
O00212,26,0,0,19900.0,2,39800.0,0,0,1,0,0,0,1,0,0,0,-0.75,-0.3333333333333333,1.0,0.0
O00213,39,2,1,9900.0,1,9900.0,0,0,1,0,0,0,0,0,0,1,0.3333333333333333,-0.6666666666666666,0.0,-0.42714285714285716
O00214,34,0,0,19900.0,1,19900.0,0,0,0,1,0,1,0,0,0,0,-0.08333333333333333,-0.3333333333333333,0.0,-0.2842857142857143
O00215,37,0,1,129900.0,2,259800.0,0,0,1,0,0,1,0,0,0,0,0.16666666666666666,3.3333333333333335,1.0,3.142857142857143
O00216,34,3,1,49900.0,2,99800.0,0,0,0,1,0,0,0,1,0,0,-0.08333333333333333,0.6666666666666666,1.0,0.8571428571428571
O00217,33,0,1,19900.0,3,59700.0,0,0,0,1,0,0,0,1,0,0,-0.16666666666666666,-0.3333333333333333,2.0,0.2842857142857143
O00218,39,1,1,29900.0,3,,0,0,1,0,0,0,0,1,0,0,0.3333333333333333,0.0,2.0,
O00219,31,3,0,9900.0,1,9900.0,1,0,0,0,0,0,0,0,1,0,-0.3333333333333333,-0.6666666666666666,0.0,-0.42714285714285716
O00220,21,0,0,249900.0,2,499800.0,0,0,0,0,1,0,0,1,0,0,-1.1666666666666667,7.333333333333333,1.0,6.571428571428571
O00221,18,0,0,49900.0,1,49900.0,0,0,1,0,0,1,0,0,0,0,-1.4166666666666667,0.6666666666666666,0.0,0.1442857142857143
O00222,37,0,1,19900.0,3,59700.0,1,0,0,0,0,0,0,0,1,0,0.16666666666666666,-0.3333333333333333,2.0,0.2842857142857143
O00223,31,0,1,29900.0,1,29900.0,0,0,0,1,0,0,1,0,0,0,-0.3333333333333333,0.0,0.0,-0.14142857142857143
O00224,19,0,1,9900.0,1,9900.0,0,0,0,1,0,0,0,0,0,1,-1.3333333333333333,-0.6666666666666666,0.0,-0.42714285714285716
O00225,36,1,1,249900.0,3,749700.0,0,0,0,1,0,0,0,1,0,0,0.08333333333333333,7.333333333333333,2.0,10.141428571428571
O00226,34,0,0,9900.0,3,,0,0,0,1,0,0,1,0,0,0,-0.08333333333333333,-0.6666666666666666,2.0,
O00227,31,1,1,29900.0,2,59800.0,0,1,0,0,0,1,0,0,0,0,-0.3333333333333333,0.0,1.0,0.2857142857142857
O00228,37,3,1,19900.0,1,19900.0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,-0.3333333333333333,0.0,-0.2842857142857143
O00229,47,2,1,49900.0,1,49900.0,0,0,0,0,1,0,1,0,0,0,1.0,0.6666666666666666,0.0,0.1442857142857143
O00230,47,1,1,49900.0,1,49900.0,1,0,0,0,0,0,0,0,0,1,1.0,0.6666666666666666,0.0,0.1442857142857143
O00231,36,0,0,49900.0,2,99800.0,0,0,1,0,0,0,0,1,0,0,0.08333333333333333,0.6666666666666666,1.0,0.8571428571428571
O00232,,1,0,29900.0,3,89700.0,1,0,0,0,0,1,0,0,0,0,,0.0,2.0,0.7128571428571429
O00233,36,1,1,89900.0,1,89900.0,1,0,0,0,0,0,0,0,0,1,0.08333333333333333,2.0,0.0,0.7157142857142857
O00234,38,0,1,9900.0,1,9900.0,1,0,0,0,0,0,1,0,0,0,0.25,-0.6666666666666666,0.0,-0.42714285714285716
O00235,33,0,1,19900.0,2,39800.0,0,0,0,1,0,0,0,1,0,0,-0.16666666666666666,-0.3333333333333333,1.0,0.0
O00236,37,2,1,19900.0,2,39800.0,0,0,1,0,0,0,0,1,0,0,0.16666666666666666,-0.3333333333333333,1.0,0.0
O00237,,0,1,249900.0,1,,0,0,0,1,0,0,1,0,0,0,,7.333333333333333,0.0,
O00238,36,0,0,19900.0,1,19900.0,0,0,0,1,0,0,1,0,0,0,0.08333333333333333,-0.3333333333333333,0.0,-0.2842857142857143
O00239,39,0,0,49900.0,2,99800.0,1,0,0,0,0,0,0,0,0,1,0.3333333333333333,0.6666666666666666,1.0,0.8571428571428571
O00240,31,0,0,49900.0,1,49900.0,0,0,0,1,0,0,0,0,1,0,-0.3333333333333333,0.6666666666666666,0.0,0.1442857142857143
O00241,34,2,1,19900.0,1,19900.0,0,1,0,0,0,0,0,1,0,0,-0.08333333333333333,-0.3333333333333333,0.0,-0.2842857142857143
O00242,25,1,1,19900.0,1,19900.0,0,1,0,0,0,0,0,0,0,1,-0.8333333333333334,-0.3333333333333333,0.0,-0.2842857142857143
O00243,24,2,0,19900.0,2,39800.0,0,1,0,0,0,0,1,0,0,0,-0.9166666666666666,-0.3333333333333333,1.0,0.0
O00244,37,0,0,19900.0,1,19900.0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,-0.3333333333333333,0.0,-0.2842857142857143
O00245,28,0,0,19900.0,3,59700.0,0,0,0,1,0,0,1,0,0,0,-0.5833333333333334,-0.3333333333333333,2.0,0.2842857142857143
O00246,19,0,1,9900.0,1,9900.0,0,1,0,0,0,1,0,0,0,0,-1.3333333333333333,-0.6666666666666666,0.0,-0.42714285714285716
O00247,25,0,0,89900.0,2,179800.0,1,0,0,0,0,0,1,0,0,0,-0.8333333333333334,2.0,1.0,2.0
O00248,26,0,1,249900.0,1,249900.0,0,1,0,0,0,0,1,0,0,0,-0.75,7.333333333333333,0.0,3.0014285714285713
O00249,42,2,0,19900.0,2,39800.0,0,1,0,0,0,0,1,0,0,0,0.5833333333333334,-0.3333333333333333,1.0,0.0
O00250,37,0,0,19900.0,2,39800.0,0,0,0,0,1,0,0,0,1,0,0.16666666666666666,-0.3333333333333333,1.0,0.0
O00251,27,1,0,9900.0,1,9900.0,0,0,0,1,0,0,1,0,0,0,-0.6666666666666666,-0.6666666666666666,0.0,-0.42714285714285716
O00252,30,0,1,49900.0,2,99800.0,0,0,0,1,0,0,0,1,0,0,-0.4166666666666667,0.6666666666666666,1.0,0.8571428571428571
O00253,47,0,0,89900.0,1,89900.0,0,0,0,0,1,0,0,1,0,0,1.0,2.0,0.0,0.7157142857142857
O00254,43,0,1,9900.0,1,9900.0,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,-0.6666666666666666,0.0,-0.42714285714285716
O00255,25,3,1,9900.0,3,29700.0,0,0,0,1,0,0,0,0,1,0,-0.8333333333333334,-0.6666666666666666,2.0,-0.1442857142857143
O00256,45,2,1,49900.0,2,99800.0,1,0,0,0,0,0,0,0,0,1,0.8333333333333334,0.6666666666666666,1.0,0.8571428571428571
O00257,34,3,0,29900.0,2,,0,1,0,0,0,0,0,1,0,0,-0.08333333333333333,0.0,1.0,
O00258,42,0,1,9900.0,1,9900.0,0,0,1,0,0,0,0,1,0,0,0.5833333333333334,-0.6666666666666666,0.0,-0.42714285714285716
O00259,34,0,1,29900.0,2,59800.0,1,0,0,0,0,1,0,0,0,0,-0.08333333333333333,0.0,1.0,0.2857142857142857
O00260,46,1,0,19900.0,1,19900.0,0,0,0,1,0,0,1,0,0,0,0.9166666666666666,-0.3333333333333333,0.0,-0.2842857142857143
O00261,25,0,1,19900.0,2,39800.0,1,0,0,0,0,0,0,1,0,0,-0.8333333333333334,-0.3333333333333333,1.0,0.0
O00262,33,2,0,49900.0,1,49900.0,0,1,0,0,0,0,0,0,0,1,-0.16666666666666666,0.6666666666666666,0.0,0.1442857142857143
O00263,46,0,1,89900.0,1,89900.0,0,0,0,1,0,0,0,0,0,1,0.9166666666666666,2.0,0.0,0.7157142857142857
O00264,13,0,1,19900.0,1,19900.0,1,0,0,0,0,0,1,0,0,0,-1.8333333333333333,-0.3333333333333333,0.0,-0.2842857142857143
O00265,35,0,0,129900.0,2,259800.0,0,0,0,0,1,0,1,0,0,0,0.0,3.3333333333333335,1.0,3.142857142857143
O00266,31,0,1,19900.0,1,19900.0,0,0,1,0,0,1,0,0,0,0,-0.3333333333333333,-0.3333333333333333,0.0,-0.2842857142857143
O00267,41,1,1,49900.0,3,149700.0,0,0,1,0,0,0,0,0,1,0,0.5,0.6666666666666666,2.0,1.57
O00268,45,0,0,29900.0,1,,0,0,1,0,0,0,0,0,0,1,0.8333333333333334,0.0,0.0,
O00269,42,0,0,89900.0,2,179800.0,0,0,0,1,0,0,1,0,0,0,0.5833333333333334,2.0,1.0,2.0
O00270,37,0,0,129900.0,1,129900.0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,3.3333333333333335,0.0,1.2871428571428571
O00271,35,0,1,9900.0,1,9900.0,0,0,0,0,1,0,1,0,0,0,0.0,-0.6666666666666666,0.0,-0.42714285714285716
O00272,32,2,1,129900.0,1,129900.0,0,0,0,0,1,0,0,1,0,0,-0.25,3.3333333333333335,0.0,1.2871428571428571
O00273,37,2,0,89900.0,3,269700.0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,2.0,2.0,3.2842857142857143
O00274,48,3,0,49900.0,2,99800.0,0,1,0,0,0,0,0,1,0,0,1.0833333333333333,0.6666666666666666,1.0,0.8571428571428571
O00275,28,2,0,19900.0,2,39800.0,1,0,0,0,0,0,0,0,0,1,-0.5833333333333334,-0.3333333333333333,1.0,0.0
O00276,31,0,0,89900.0,1,89900.0,1,0,0,0,0,0,0,0,1,0,-0.3333333333333333,2.0,0.0,0.7157142857142857
O00277,34,1,0,89900.0,1,89900.0,0,0,1,0,0,1,0,0,0,0,-0.08333333333333333,2.0,0.0,0.7157142857142857
O00278,44,0,1,19900.0,1,19900.0,1,0,0,0,0,0,0,1,0,0,0.75,-0.3333333333333333,0.0,-0.2842857142857143
O00279,37,0,1,129900.0,2,259800.0,0,0,1,0,0,0,1,0,0,0,0.16666666666666666,3.3333333333333335,1.0,3.142857142857143
O00280,44,2,0,9900.0,3,29700.0,0,0,1,0,0,0,0,0,1,0,0.75,-0.6666666666666666,2.0,-0.1442857142857143
O00281,44,0,1,9900.0,3,29700.0,0,0,0,0,1,0,0,0,0,1,0.75,-0.6666666666666666,2.0,-0.1442857142857143
O00282,40,3,1,29900.0,1,29900.0,0,0,0,1,0,0,0,1,0,0,0.4166666666666667,0.0,0.0,-0.14142857142857143
O00283,25,0,0,29900.0,2,59800.0,0,0,0,1,0,0,0,0,0,1,-0.8333333333333334,0.0,1.0,0.2857142857142857
O00284,50,1,0,29900.0,1,29900.0,0,0,0,1,0,0,0,0,0,1,1.25,0.0,0.0,-0.14142857142857143
O00285,48,1,1,9900.0,1,9900.0,1,0,0,0,0,0,0,0,0,1,1.0833333333333333,-0.6666666666666666,0.0,-0.42714285714285716
O00286,36,2,1,249900.0,1,249900.0,0,0,0,1,0,1,0,0,0,0,0.08333333333333333,7.333333333333333,0.0,3.0014285714285713
O00287,23,1,1,9900.0,1,9900.0,1,0,0,0,0,1,0,0,0,0,-1.0,-0.6666666666666666,0.0,-0.42714285714285716
O00288,21,1,0,9900.0,1,9900.0,1,0,0,0,0,0,1,0,0,0,-1.1666666666666667,-0.6666666666666666,0.0,-0.42714285714285716
O00289,37,0,0,9900.0,3,29700.0,0,0,0,1,0,0,0,1,0,0,0.16666666666666666,-0.6666666666666666,2.0,-0.1442857142857143
O00290,29,1,1,29900.0,1,29900.0,1,0,0,0,0,0,0,0,1,0,-0.5,0.0,0.0,-0.14142857142857143
O00291,20,0,1,129900.0,1,129900.0,0,0,0,1,0,0,0,0,1,0,-1.25,3.3333333333333335,0.0,1.2871428571428571
O00292,21,1,0,49900.0,3,149700.0,0,0,0,1,0,0,0,0,1,0,-1.1666666666666667,0.6666666666666666,2.0,1.57
O00293,31,1,1,89900.0,2,179800.0,0,0,0,0,1,0,0,0,0,1,-0.3333333333333333,2.0,1.0,2.0
O00294,37,1,0,9900.0,3,29700.0,0,0,0,1,0,1,0,0,0,0,0.16666666666666666,-0.6666666666666666,2.0,-0.1442857142857143
O00295,48,0,0,29900.0,3,89700.0,0,0,0,1,0,0,0,1,0,0,1.0833333333333333,0.0,2.0,0.7128571428571429
O00296,39,0,1,29900.0,3,89700.0,1,0,0,0,0,0,0,0,0,1,0.3333333333333333,0.0,2.0,0.7128571428571429
O00297,32,1,0,29900.0,2,59800.0,0,0,1,0,0,1,0,0,0,0,-0.25,0.0,1.0,0.2857142857142857
O00298,38,0,1,9900.0,2,19800.0,0,0,0,1,0,1,0,0,0,0,0.25,-0.6666666666666666,1.0,-0.2857142857142857
O00299,38,0,1,49900.0,1,,1,0,0,0,0,0,0,1,0,0,0.25,0.6666666666666666,0.0,
O00300,42,0,0,29900.0,1,29900.0,0,0,0,1,0,0,0,1,0,0,0.5833333333333334,0.0,0.0,-0.14142857142857143
O00301,35,3,1,49900.0,1,49900.0,0,0,0,1,0,0,0,1,0,0,0.0,0.6666666666666666,0.0,0.1442857142857143
O00302,44,1,0,29900.0,1,29900.0,1,0,0,0,0,0,0,0,0,1,0.75,0.0,0.0,-0.14142857142857143
O00303,42,0,0,9900.0,1,9900.0,1,0,0,0,0,0,1,0,0,0,0.5833333333333334,-0.6666666666666666,0.0,-0.42714285714285716
O00304,36,0,1,29900.0,3,89700.0,1,0,0,0,0,0,0,1,0,0,0.08333333333333333,0.0,2.0,0.7128571428571429
O00305,34,0,1,9900.0,1,9900.0,0,0,1,0,0,0,1,0,0,0,-0.08333333333333333,-0.6666666666666666,0.0,-0.42714285714285716
O00306,43,2,1,89900.0,1,89900.0,0,1,0,0,0,0,0,0,0,1,0.6666666666666666,2.0,0.0,0.7157142857142857
O00307,29,1,1,29900.0,1,29900.0,1,0,0,0,0,0,1,0,0,0,-0.5,0.0,0.0,-0.14142857142857143
O00308,21,0,1,9900.0,1,9900.0,0,0,0,1,0,0,0,0,1,0,-1.1666666666666667,-0.6666666666666666,0.0,-0.42714285714285716
O00309,21,0,1,249900.0,1,249900.0,0,0,1,0,0,0,1,0,0,0,-1.1666666666666667,7.333333333333333,0.0,3.0014285714285713
O00310,28,0,1,29900.0,2,59800.0,0,0,0,1,0,0,0,1,0,0,-0.5833333333333334,0.0,1.0,0.2857142857142857
O00311,41,1,0,9900.0,3,29700.0,1,0,0,0,0,0,0,0,0,1,0.5,-0.6666666666666666,2.0,-0.1442857142857143
O00312,31,2,0,29900.0,3,89700.0,0,0,0,1,0,0,0,1,0,0,-0.3333333333333333,0.0,2.0,0.7128571428571429
O00313,37,0,0,19900.0,3,59700.0,0,0,0,1,0,0,0,0,1,0,0.16666666666666666,-0.3333333333333333,2.0,0.2842857142857143
O00314,31,0,1,89900.0,2,179800.0,0,1,0,0,0,0,0,1,0,0,-0.3333333333333333,2.0,1.0,2.0
O00315,31,0,1,89900.0,1,89900.0,0,0,0,0,1,0,0,1,0,0,-0.3333333333333333,2.0,0.0,0.7157142857142857
O00316,26,3,0,249900.0,2,499800.0,0,0,1,0,0,0,0,1,0,0,-0.75,7.333333333333333,1.0,6.571428571428571
O00317,34,0,1,29900.0,1,29900.0,1,0,0,0,0,1,0,0,0,0,-0.08333333333333333,0.0,0.0,-0.14142857142857143
O00318,33,2,1,29900.0,2,59800.0,0,0,0,1,0,0,0,0,1,0,-0.16666666666666666,0.0,1.0,0.2857142857142857
O00319,39,1,0,49900.0,1,,0,0,0,1,0,0,0,1,0,0,0.3333333333333333,0.6666666666666666,0.0,
O00320,38,0,0,9900.0,1,9900.0,0,0,0,1,0,0,0,1,0,0,0.25,-0.6666666666666666,0.0,-0.42714285714285716
O00321,,0,0,29900.0,1,29900.0,1,0,0,0,0,0,0,1,0,0,,0.0,0.0,-0.14142857142857143
O00322,21,0,1,29900.0,1,,0,0,1,0,0,0,0,0,0,1,-1.1666666666666667,0.0,0.0,
O00323,45,1,0,9900.0,1,9900.0,0,0,1,0,0,1,0,0,0,0,0.8333333333333334,-0.6666666666666666,0.0,-0.42714285714285716
O00324,34,2,0,19900.0,2,39800.0,0,0,0,1,0,0,0,0,0,1,-0.08333333333333333,-0.3333333333333333,1.0,0.0
O00325,36,1,0,89900.0,2,179800.0,0,1,0,0,0,1,0,0,0,0,0.08333333333333333,2.0,1.0,2.0
O00326,49,1,0,89900.0,2,,0,0,1,0,0,0,0,1,0,0,1.1666666666666667,2.0,1.0,
O00327,43,0,0,9900.0,1,9900.0,1,0,0,0,0,0,0,0,1,0,0.6666666666666666,-0.6666666666666666,0.0,-0.42714285714285716
O00328,39,3,0,9900.0,2,19800.0,1,0,0,0,0,0,1,0,0,0,0.3333333333333333,-0.6666666666666666,1.0,-0.2857142857142857
O00329,35,2,1,19900.0,1,19900.0,1,0,0,0,0,0,1,0,0,0,0.0,-0.3333333333333333,0.0,-0.2842857142857143
O00330,35,0,0,89900.0,2,179800.0,0,0,0,1,0,0,0,1,0,0,0.0,2.0,1.0,2.0
O00331,37,3,0,9900.0,2,19800.0,0,0,0,1,0,0,0,0,0,1,0.16666666666666666,-0.6666666666666666,1.0,-0.2857142857142857
O00332,39,1,0,49900.0,1,49900.0,0,0,1,0,0,0,0,0,1,0,0.3333333333333333,0.6666666666666666,0.0,0.1442857142857143
O00333,50,1,1,9900.0,1,9900.0,0,0,0,1,0,1,0,0,0,0,1.25,-0.6666666666666666,0.0,-0.42714285714285716
O00334,57,1,1,29900.0,2,59800.0,0,0,0,1,0,0,0,1,0,0,1.8333333333333333,0.0,1.0,0.2857142857142857
O00335,38,2,0,19900.0,1,19900.0,0,0,0,1,0,0,0,0,1,0,0.25,-0.3333333333333333,0.0,-0.2842857142857143
O00336,16,1,0,49900.0,2,99800.0,0,0,0,1,0,0,0,0,1,0,-1.5833333333333333,0.6666666666666666,1.0,0.8571428571428571
O00337,26,0,0,19900.0,1,19900.0,0,0,0,0,1,1,0,0,0,0,-0.75,-0.3333333333333333,0.0,-0.2842857142857143
O00338,51,0,0,29900.0,2,59800.0,0,0,1,0,0,0,0,0,1,0,1.3333333333333333,0.0,1.0,0.2857142857142857
O00339,41,3,0,19900.0,1,19900.0,1,0,0,0,0,0,0,0,0,1,0.5,-0.3333333333333333,0.0,-0.2842857142857143
O00340,39,0,0,49900.0,2,99800.0,0,0,0,1,0,0,0,0,0,1,0.3333333333333333,0.6666666666666666,1.0,0.8571428571428571
O00341,33,0,0,89900.0,2,179800.0,1,0,0,0,0,0,0,0,0,1,-0.16666666666666666,2.0,1.0,2.0
O00342,24,0,0,9900.0,1,9900.0,1,0,0,0,0,0,0,0,1,0,-0.9166666666666666,-0.6666666666666666,0.0,-0.42714285714285716
O00343,50,0,0,89900.0,2,179800.0,0,0,0,1,0,0,0,0,0,1,1.25,2.0,1.0,2.0
O00344,28,1,1,29900.0,2,59800.0,1,0,0,0,0,1,0,0,0,0,-0.5833333333333334,0.0,1.0,0.2857142857142857
O00345,42,3,1,9900.0,2,19800.0,0,0,0,1,0,0,0,0,1,0,0.5833333333333334,-0.6666666666666666,1.0,-0.2857142857142857
O00346,23,0,0,19900.0,1,19900.0,1,0,0,0,0,0,1,0,0,0,-1.0,-0.3333333333333333,0.0,-0.2842857142857143
O00347,33,0,1,9900.0,2,19800.0,1,0,0,0,0,0,0,0,1,0,-0.16666666666666666,-0.6666666666666666,1.0,-0.2857142857142857
O00348,44,0,1,49900.0,2,99800.0,0,0,0,1,0,1,0,0,0,0,0.75,0.6666666666666666,1.0,0.8571428571428571
O00349,33,2,1,49900.0,1,49900.0,0,0,0,1,0,0,1,0,0,0,-0.16666666666666666,0.6666666666666666,0.0,0.1442857142857143
O00350,32,1,1,9900.0,2,19800.0,1,0,0,0,0,0,0,0,1,0,-0.25,-0.6666666666666666,1.0,-0.2857142857142857
O00351,35,0,1,29900.0,1,29900.0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,-0.14142857142857143
O00352,23,2,1,89900.0,1,89900.0,0,0,0,0,1,0,0,1,0,0,-1.0,2.0,0.0,0.7157142857142857
O00353,21,2,0,129900.0,1,129900.0,0,0,1,0,0,0,0,1,0,0,-1.1666666666666667,3.3333333333333335,0.0,1.2871428571428571
O00354,41,2,0,29900.0,1,29900.0,0,0,0,1,0,0,0,0,0,1,0.5,0.0,0.0,-0.14142857142857143
O00355,31,3,1,129900.0,1,129900.0,0,0,0,1,0,0,0,1,0,0,-0.3333333333333333,3.3333333333333335,0.0,1.2871428571428571
O00356,41,0,1,29900.0,1,29900.0,1,0,0,0,0,0,0,1,0,0,0.5,0.0,0.0,-0.14142857142857143
O00357,45,2,0,19900.0,2,39800.0,0,0,0,1,0,0,0,0,0,1,0.8333333333333334,-0.3333333333333333,1.0,0.0
O00358,46,0,1,89900.0,1,,1,0,0,0,0,0,0,0,0,1,0.9166666666666666,2.0,0.0,
O00359,20,2,0,29900.0,1,29900.0,0,1,0,0,0,0,0,0,1,0,-1.25,0.0,0.0,-0.14142857142857143
O00360,29,1,0,29900.0,2,59800.0,1,0,0,0,0,0,0,0,1,0,-0.5,0.0,1.0,0.2857142857142857
O00361,40,2,0,29900.0,1,29900.0,0,0,0,1,0,0,0,0,0,1,0.4166666666666667,0.0,0.0,-0.14142857142857143
O00362,40,1,1,89900.0,1,89900.0,1,0,0,0,0,1,0,0,0,0,0.4166666666666667,2.0,0.0,0.7157142857142857
O00363,55,0,0,89900.0,1,89900.0,1,0,0,0,0,0,0,1,0,0,1.6666666666666667,2.0,0.0,0.7157142857142857
O00364,27,1,1,19900.0,2,39800.0,1,0,0,0,0,0,0,0,1,0,-0.6666666666666666,-0.3333333333333333,1.0,0.0
O00365,46,3,0,19900.0,1,19900.0,0,1,0,0,0,0,0,1,0,0,0.9166666666666666,-0.3333333333333333,0.0,-0.2842857142857143
O00366,38,3,0,29900.0,2,59800.0,0,0,0,1,0,0,1,0,0,0,0.25,0.0,1.0,0.2857142857142857
O00367,20,0,1,29900.0,1,29900.0,0,1,0,0,0,0,0,0,0,1,-1.25,0.0,0.0,-0.14142857142857143
O00368,30,0,1,19900.0,1,19900.0,0,1,0,0,0,1,0,0,0,0,-0.4166666666666667,-0.3333333333333333,0.0,-0.2842857142857143
O00369,37,0,1,49900.0,2,99800.0,0,0,0,1,0,0,1,0,0,0,0.16666666666666666,0.6666666666666666,1.0,0.8571428571428571
O00370,20,1,0,29900.0,2,59800.0,0,0,0,1,0,0,1,0,0,0,-1.25,0.0,1.0,0.2857142857142857
O00371,16,2,1,19900.0,2,39800.0,0,0,0,1,0,0,1,0,0,0,-1.5833333333333333,-0.3333333333333333,1.0,0.0
O00372,19,0,0,9900.0,1,9900.0,0,0,0,1,0,0,0,0,0,1,-1.3333333333333333,-0.6666666666666666,0.0,-0.42714285714285716
O00373,37,1,1,19900.0,1,19900.0,0,0,0,1,0,0,0,0,1,0,0.16666666666666666,-0.3333333333333333,0.0,-0.2842857142857143
O00374,31,2,0,129900.0,2,259800.0,0,0,1,0,0,0,0,0,0,1,-0.3333333333333333,3.3333333333333335,1.0,3.142857142857143
O00375,29,1,0,19900.0,1,19900.0,0,0,0,1,0,0,0,0,1,0,-0.5,-0.3333333333333333,0.0,-0.2842857142857143
O00376,30,1,0,9900.0,3,29700.0,0,0,0,1,0,0,1,0,0,0,-0.4166666666666667,-0.6666666666666666,2.0,-0.1442857142857143
O00377,22,1,0,29900.0,1,29900.0,0,0,0,0,1,0,1,0,0,0,-1.0833333333333333,0.0,0.0,-0.14142857142857143
O00378,31,1,1,19900.0,1,19900.0,0,0,0,1,0,1,0,0,0,0,-0.3333333333333333,-0.3333333333333333,0.0,-0.2842857142857143
O00379,19,0,1,9900.0,1,9900.0,0,0,0,0,1,0,0,0,1,0,-1.3333333333333333,-0.6666666666666666,0.0,-0.42714285714285716
O00380,46,1,0,19900.0,3,59700.0,0,0,0,1,0,0,1,0,0,0,0.9166666666666666,-0.3333333333333333,2.0,0.2842857142857143
O00381,50,1,1,29900.0,1,29900.0,0,0,0,1,0,0,0,1,0,0,1.25,0.0,0.0,-0.14142857142857143
O00382,14,2,1,29900.0,2,,0,0,1,0,0,1,0,0,0,0,-1.75,0.0,1.0,
O00383,31,1,1,19900.0,1,19900.0,1,0,0,0,0,0,0,0,0,1,-0.3333333333333333,-0.3333333333333333,0.0,-0.2842857142857143
O00384,31,2,1,19900.0,2,39800.0,0,0,0,0,1,1,0,0,0,0,-0.3333333333333333,-0.3333333333333333,1.0,0.0
O00385,33,0,1,249900.0,2,499800.0,0,0,1,0,0,0,0,1,0,0,-0.16666666666666666,7.333333333333333,1.0,6.571428571428571
O00386,44,0,0,19900.0,2,39800.0,0,0,0,0,1,0,0,0,1,0,0.75,-0.3333333333333333,1.0,0.0
O00387,31,0,1,19900.0,1,19900.0,0,0,0,1,0,0,0,0,0,1,-0.3333333333333333,-0.3333333333333333,0.0,-0.2842857142857143
O00388,34,0,0,19900.0,2,39800.0,0,0,0,1,0,0,0,0,0,1,-0.08333333333333333,-0.3333333333333333,1.0,0.0
O00389,62,1,1,29900.0,1,29900.0,0,0,1,0,0,0,0,0,1,0,2.25,0.0,0.0,-0.14142857142857143
O00390,34,3,0,49900.0,1,49900.0,0,0,0,0,1,1,0,0,0,0,-0.08333333333333333,0.6666666666666666,0.0,0.1442857142857143
O00391,51,0,1,19900.0,1,19900.0,0,1,0,0,0,0,1,0,0,0,1.3333333333333333,-0.3333333333333333,0.0,-0.2842857142857143
O00392,40,0,0,49900.0,1,49900.0,1,0,0,0,0,1,0,0,0,0,0.4166666666666667,0.6666666666666666,0.0,0.1442857142857143
O00393,30,2,0,9900.0,3,29700.0,0,0,0,1,0,0,0,1,0,0,-0.4166666666666667,-0.6666666666666666,2.0,-0.1442857142857143
O00394,29,0,1,19900.0,1,19900.0,0,0,1,0,0,0,1,0,0,0,-0.5,-0.3333333333333333,0.0,-0.2842857142857143
O00395,35,1,0,49900.0,1,49900.0,0,0,0,1,0,1,0,0,0,0,0.0,0.6666666666666666,0.0,0.1442857142857143
O00396,25,1,0,19900.0,2,39800.0,0,1,0,0,0,0,0,0,1,0,-0.8333333333333334,-0.3333333333333333,1.0,0.0
